"SUMLEV","REGION","DIVISION","STATE","COUNTY","STNAME","CTYNAME","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016"
50.00,3.00,5.00,45.00,9.00,"South Carolina","Bamberg County",15987.00,15987.00,15971.00,15826.00,15708.00,15392.00,15120.00,14631.00,14434.00
50.00,3.00,5.00,45.00,11.00,"South Carolina","Barnwell County",22621.00,22621.00,22610.00,22412.00,22295.00,22144.00,21959.00,21706.00,21483.00
50.00,3.00,5.00,45.00,13.00,"South Carolina","Beaufort County",162233.00,162233.00,162924.00,163958.00,167460.00,171010.00,175178.00,179782.00,183149.00
50.00,3.00,5.00,45.00,15.00,"South Carolina","Berkeley County",177843.00,177867.00,178941.00,183701.00,189560.00,193925.00,198248.00,202776.00,210898.00
50.00,3.00,5.00,45.00,17.00,"South Carolina","Calhoun County",15175.00,15176.00,15107.00,15166.00,14915.00,15053.00,14862.00,14802.00,14796.00
50.00,3.00,5.00,45.00,19.00,"South Carolina","Charleston County",350209.00,350196.00,351055.00,357545.00,365097.00,372214.00,380280.00,389291.00,396484.00
50.00,3.00,5.00,45.00,21.00,"South Carolina","Cherokee County",55342.00,55471.00,55532.00,55716.00,55860.00,56055.00,56314.00,56493.00,56646.00
50.00,3.00,5.00,45.00,23.00,"South Carolina","Chester County",33140.00,33140.00,33123.00,32840.00,32659.00,32671.00,32379.00,32285.00,32181.00
50.00,3.00,5.00,45.00,25.00,"South Carolina","Chesterfield County",46734.00,46737.00,46619.00,46594.00,46096.00,46147.00,46124.00,46036.00,46013.00
50.00,3.00,5.00,45.00,27.00,"South Carolina","Clarendon County",34971.00,34966.00,34944.00,34657.00,34265.00,34180.00,34082.00,33803.00,33951.00
50.00,3.00,5.00,45.00,29.00,"South Carolina","Colleton County",38892.00,38892.00,38909.00,38482.00,38224.00,37781.00,37754.00,37740.00,37923.00
50.00,3.00,5.00,45.00,31.00,"South Carolina","Darlington County",68681.00,68692.00,68612.00,68246.00,68123.00,67855.00,67697.00,67534.00,67234.00
50.00,3.00,5.00,45.00,33.00,"South Carolina","Dillon County",32062.00,32062.00,32101.00,31776.00,31534.00,31416.00,31323.00,31235.00,30858.00
50.00,3.00,5.00,45.00,35.00,"South Carolina","Dorchester County",136555.00,136581.00,137505.00,140072.00,142466.00,145310.00,148499.00,152536.00,153773.00
50.00,3.00,5.00,45.00,37.00,"South Carolina","Edgefield County",26985.00,26978.00,26958.00,26744.00,26342.00,26287.00,26450.00,26503.00,26358.00
50.00,3.00,5.00,45.00,39.00,"South Carolina","Fairfield County",23956.00,23956.00,23841.00,23584.00,23393.00,23183.00,23018.00,22880.00,22653.00
50.00,3.00,5.00,45.00,41.00,"South Carolina","Florence County",136885.00,136879.00,137068.00,137490.00,138030.00,138291.00,139005.00,138807.00,138742.00
50.00,3.00,5.00,45.00,43.00,"South Carolina","Georgetown County",60158.00,60158.00,60135.00,60144.00,60232.00,60417.00,60729.00,61243.00,61399.00
50.00,3.00,5.00,45.00,45.00,"South Carolina","Greenville County",451225.00,451221.00,452803.00,459101.00,466431.00,473442.00,481657.00,490661.00,498766.00
50.00,3.00,5.00,45.00,47.00,"South Carolina","Greenwood County",69661.00,69661.00,69732.00,69805.00,69913.00,69807.00,69648.00,69902.00,70133.00
50.00,3.00,5.00,45.00,49.00,"South Carolina","Hampton County",21090.00,21090.00,21051.00,20775.00,20725.00,20378.00,20400.00,20056.00,19922.00
50.00,3.00,5.00,45.00,51.00,"South Carolina","Horry County",269291.00,269291.00,270519.00,275426.00,281772.00,289310.00,298795.00,309871.00,322342.00
50.00,3.00,5.00,45.00,53.00,"South Carolina","Jasper County",24777.00,24777.00,24922.00,25408.00,25952.00,26624.00,26998.00,27889.00,28465.00
50.00,3.00,5.00,45.00,55.00,"South Carolina","Kershaw County",61697.00,61570.00,61682.00,62029.00,62206.00,62526.00,63100.00,63521.00,64097.00
50.00,3.00,5.00,45.00,57.00,"South Carolina","Lancaster County",76652.00,76652.00,76956.00,77734.00,79184.00,80486.00,83232.00,86026.00,89594.00
50.00,3.00,5.00,45.00,59.00,"South Carolina","Laurens County",66537.00,66539.00,66516.00,66415.00,66243.00,66159.00,66487.00,66545.00,66777.00
50.00,3.00,5.00,45.00,61.00,"South Carolina","Lee County",19220.00,19222.00,19205.00,18917.00,18672.00,18413.00,18362.00,17865.00,17635.00
50.00,3.00,5.00,45.00,63.00,"South Carolina","Lexington County",262391.00,262396.00,263369.00,266417.00,269949.00,273373.00,277439.00,281555.00,286196.00
50.00,3.00,5.00,45.00,67.00,"South Carolina","Marion County",33062.00,33062.00,32957.00,32784.00,32425.00,32073.00,31921.00,31729.00,31726.00
50.00,3.00,5.00,45.00,69.00,"South Carolina","Marlboro County",28933.00,28933.00,28896.00,28477.00,28159.00,27958.00,27909.00,27541.00,26945.00
50.00,3.00,5.00,45.00,65.00,"South Carolina","McCormick County",10233.00,10233.00,10225.00,10050.00,9944.00,9913.00,9829.00,9702.00,9643.00
50.00,3.00,5.00,45.00,71.00,"South Carolina","Newberry County",37508.00,37508.00,37581.00,37516.00,37561.00,37487.00,37725.00,37896.00,38079.00
50.00,3.00,5.00,45.00,73.00,"South Carolina","Oconee County",74273.00,74275.00,74355.00,74233.00,74603.00,74954.00,75221.00,75744.00,76355.00
50.00,3.00,5.00,45.00,75.00,"South Carolina","Orangeburg County",92501.00,92495.00,92292.00,91713.00,91397.00,90598.00,89886.00,88869.00,87903.00
50.00,3.00,5.00,45.00,77.00,"South Carolina","Pickens County",119224.00,119226.00,119216.00,119433.00,119634.00,119167.00,120451.00,121493.00,122863.00
50.00,3.00,5.00,45.00,79.00,"South Carolina","Richland County",384504.00,384507.00,385791.00,389475.00,393501.00,397488.00,401337.00,406842.00,409549.00
50.00,3.00,5.00,45.00,81.00,"South Carolina","Saluda County",19875.00,19872.00,19899.00,19872.00,19977.00,20123.00,20098.00,20171.00,20197.00
50.00,3.00,5.00,45.00,83.00,"South Carolina","Spartanburg County",284307.00,284305.00,284776.00,286110.00,288422.00,290722.00,293449.00,297088.00,301463.00
50.00,3.00,5.00,45.00,85.00,"South Carolina","Sumter County",107456.00,107463.00,107575.00,107292.00,107943.00,107870.00,107821.00,107382.00,107396.00
50.00,3.00,5.00,45.00,87.00,"South Carolina","Union County",28961.00,28963.00,28905.00,28651.00,28221.00,28031.00,27940.00,27775.00,27673.00
50.00,3.00,5.00,45.00,89.00,"South Carolina","Williamsburg County",34423.00,34419.00,34340.00,34144.00,33628.00,33132.00,32790.00,32573.00,31955.00
50.00,3.00,5.00,45.00,91.00,"South Carolina","York County",226073.00,226074.00,226923.00,230197.00,234385.00,239049.00,245051.00,251021.00,258526.00
50.00,2.00,4.00,46.00,3.00,"South Dakota","Aurora County",2710.00,2710.00,2700.00,2717.00,2748.00,2712.00,2740.00,2726.00,2736.00
50.00,2.00,4.00,46.00,5.00,"South Dakota","Beadle County",17398.00,17398.00,17421.00,17740.00,18004.00,18304.00,18158.00,18206.00,18101.00
50.00,2.00,4.00,46.00,7.00,"South Dakota","Bennett County",3431.00,3431.00,3444.00,3441.00,3440.00,3456.00,3439.00,3431.00,3460.00
50.00,2.00,4.00,46.00,9.00,"South Dakota","Bon Homme County",7070.00,7067.00,7055.00,7029.00,7039.00,7005.00,7001.00,6975.00,6984.00
50.00,2.00,4.00,46.00,11.00,"South Dakota","Brookings County",31965.00,31965.00,32017.00,32128.00,32700.00,33084.00,33357.00,33897.00,34135.00
50.00,2.00,4.00,46.00,13.00,"South Dakota","Brown County",36531.00,36531.00,36651.00,36978.00,37597.00,38258.00,38469.00,38699.00,39128.00
50.00,2.00,4.00,46.00,15.00,"South Dakota","Brule County",5255.00,5255.00,5285.00,5319.00,5320.00,5396.00,5326.00,5282.00,5238.00
50.00,2.00,4.00,46.00,17.00,"South Dakota","Buffalo County",1912.00,1912.00,1931.00,1976.00,2016.00,2019.00,2083.00,2099.00,2043.00
50.00,2.00,4.00,46.00,19.00,"South Dakota","Butte County",10110.00,10110.00,10129.00,10318.00,10244.00,10319.00,10309.00,10263.00,10205.00
50.00,2.00,4.00,46.00,21.00,"South Dakota","Campbell County",1466.00,1466.00,1472.00,1416.00,1389.00,1344.00,1379.00,1404.00,1378.00
50.00,2.00,4.00,46.00,23.00,"South Dakota","Charles Mix County",9129.00,9129.00,9137.00,9185.00,9202.00,9186.00,9226.00,9374.00,9396.00
50.00,2.00,4.00,46.00,25.00,"South Dakota","Clark County",3691.00,3691.00,3695.00,3596.00,3587.00,3633.00,3656.00,3665.00,3656.00
50.00,2.00,4.00,46.00,27.00,"South Dakota","Clay County",13864.00,13868.00,13840.00,14033.00,14125.00,13983.00,13998.00,13951.00,14086.00
50.00,2.00,4.00,46.00,29.00,"South Dakota","Codington County",27227.00,27227.00,27220.00,27418.00,27607.00,27867.00,27980.00,27913.00,28063.00
50.00,2.00,4.00,46.00,31.00,"South Dakota","Corson County",4050.00,4048.00,4067.00,4050.00,4085.00,4227.00,4195.00,4213.00,4132.00
50.00,2.00,4.00,46.00,33.00,"South Dakota","Custer County",8216.00,8216.00,8270.00,8340.00,8319.00,8423.00,8448.00,8450.00,8596.00
50.00,2.00,4.00,46.00,35.00,"South Dakota","Davison County",19504.00,19504.00,19506.00,19606.00,19788.00,19803.00,19833.00,19791.00,19903.00
50.00,2.00,4.00,46.00,37.00,"South Dakota","Day County",5710.00,5710.00,5716.00,5765.00,5632.00,5614.00,5560.00,5564.00,5571.00
50.00,2.00,4.00,46.00,39.00,"South Dakota","Deuel County",4364.00,4364.00,4349.00,4369.00,4371.00,4304.00,4318.00,4319.00,4231.00
50.00,2.00,4.00,46.00,41.00,"South Dakota","Dewey County",5301.00,5303.00,5328.00,5409.00,5545.00,5592.00,5680.00,5701.00,5742.00
50.00,2.00,4.00,46.00,43.00,"South Dakota","Douglas County",3002.00,3002.00,2986.00,2985.00,2961.00,2994.00,2944.00,2976.00,2932.00
50.00,2.00,4.00,46.00,45.00,"South Dakota","Edmunds County",4071.00,4071.00,4072.00,4060.00,4027.00,4032.00,3981.00,4009.00,3952.00
50.00,2.00,4.00,46.00,47.00,"South Dakota","Fall River County",7094.00,7094.00,7111.00,6981.00,6989.00,6830.00,6864.00,6838.00,6849.00
50.00,2.00,4.00,46.00,49.00,"South Dakota","Faulk County",2364.00,2364.00,2365.00,2374.00,2371.00,2370.00,2342.00,2334.00,2354.00
50.00,2.00,4.00,46.00,51.00,"South Dakota","Grant County",7356.00,7356.00,7346.00,7253.00,7257.00,7261.00,7199.00,7111.00,7148.00
50.00,2.00,4.00,46.00,53.00,"South Dakota","Gregory County",4271.00,4271.00,4263.00,4227.00,4256.00,4237.00,4223.00,4198.00,4171.00
50.00,2.00,4.00,46.00,55.00,"South Dakota","Haakon County",1937.00,1937.00,1923.00,1913.00,1913.00,1888.00,1847.00,1859.00,1892.00
50.00,2.00,4.00,46.00,57.00,"South Dakota","Hamlin County",5903.00,5903.00,5927.00,5967.00,5954.00,5951.00,5994.00,6046.00,6028.00
50.00,2.00,4.00,46.00,59.00,"South Dakota","Hand County",3431.00,3431.00,3432.00,3442.00,3390.00,3402.00,3351.00,3331.00,3319.00
50.00,2.00,4.00,46.00,61.00,"South Dakota","Hanson County",3331.00,3331.00,3334.00,3377.00,3382.00,3395.00,3412.00,3388.00,3374.00
50.00,2.00,4.00,46.00,63.00,"South Dakota","Harding County",1255.00,1255.00,1245.00,1296.00,1318.00,1270.00,1255.00,1271.00,1278.00
50.00,2.00,4.00,46.00,65.00,"South Dakota","Hughes County",17022.00,17022.00,17061.00,17283.00,17433.00,17424.00,17611.00,17521.00,17600.00
50.00,2.00,4.00,46.00,67.00,"South Dakota","Hutchinson County",7343.00,7343.00,7339.00,7208.00,7223.00,7183.00,7232.00,7316.00,7368.00
50.00,2.00,4.00,46.00,69.00,"South Dakota","Hyde County",1420.00,1420.00,1417.00,1397.00,1430.00,1382.00,1401.00,1397.00,1352.00
50.00,2.00,4.00,46.00,71.00,"South Dakota","Jackson County",3031.00,3031.00,3046.00,3176.00,3175.00,3241.00,3285.00,3313.00,3326.00
50.00,2.00,4.00,46.00,73.00,"South Dakota","Jerauld County",2071.00,2071.00,2085.00,2068.00,2040.00,2061.00,2026.00,2015.00,2004.00
50.00,2.00,4.00,46.00,75.00,"South Dakota","Jones County",1006.00,1006.00,1006.00,1020.00,1007.00,987.00,961.00,920.00,927.00
50.00,2.00,4.00,46.00,77.00,"South Dakota","Kingsbury County",5148.00,5148.00,5136.00,5176.00,5234.00,5078.00,5058.00,4980.00,5001.00
50.00,2.00,4.00,46.00,79.00,"South Dakota","Lake County",11200.00,11200.00,11281.00,11605.00,11827.00,12045.00,12287.00,12589.00,12909.00
50.00,2.00,4.00,46.00,81.00,"South Dakota","Lawrence County",24097.00,24094.00,24196.00,24338.00,24385.00,24967.00,24777.00,24886.00,25281.00
50.00,2.00,4.00,46.00,83.00,"South Dakota","Lincoln County",44828.00,44823.00,45181.00,46775.00,48329.00,49849.00,51507.00,52826.00,54469.00
50.00,2.00,4.00,46.00,85.00,"South Dakota","Lyman County",3755.00,3755.00,3754.00,3822.00,3781.00,3856.00,3864.00,3880.00,3894.00
50.00,2.00,4.00,46.00,91.00,"South Dakota","Marshall County",4656.00,4656.00,4645.00,4622.00,4662.00,4761.00,4705.00,4787.00,4801.00
50.00,2.00,4.00,46.00,87.00,"South Dakota","McCook County",5618.00,5618.00,5610.00,5570.00,5600.00,5647.00,5631.00,5575.00,5625.00
50.00,2.00,4.00,46.00,89.00,"South Dakota","McPherson County",2459.00,2459.00,2453.00,2445.00,2428.00,2441.00,2418.00,2404.00,2438.00
50.00,2.00,4.00,46.00,93.00,"South Dakota","Meade County",25434.00,25459.00,25497.00,25583.00,25930.00,26576.00,26952.00,27048.00,27693.00
50.00,2.00,4.00,46.00,95.00,"South Dakota","Mellette County",2048.00,2048.00,2035.00,2108.00,2091.00,2082.00,2092.00,2050.00,2102.00
50.00,2.00,4.00,46.00,97.00,"South Dakota","Miner County",2389.00,2389.00,2377.00,2342.00,2321.00,2335.00,2313.00,2246.00,2281.00
50.00,2.00,4.00,46.00,99.00,"South Dakota","Minnehaha County",169468.00,169476.00,170090.00,172037.00,175494.00,179415.00,182556.00,185285.00,187318.00
50.00,2.00,4.00,46.00,101.00,"South Dakota","Moody County",6486.00,6486.00,6480.00,6484.00,6457.00,6429.00,6406.00,6426.00,6505.00
50.00,2.00,4.00,46.00,102.00,"South Dakota","Oglala Lakota County",13586.00,13586.00,13641.00,13914.00,14071.00,14176.00,14272.00,14383.00,14415.00
50.00,2.00,4.00,46.00,103.00,"South Dakota","Pennington County",100948.00,100937.00,101295.00,102429.00,104393.00,106221.00,107945.00,108561.00,109372.00
50.00,2.00,4.00,46.00,105.00,"South Dakota","Perkins County",2982.00,2982.00,2982.00,3018.00,3030.00,3040.00,3036.00,3002.00,2983.00
50.00,2.00,4.00,46.00,107.00,"South Dakota","Potter County",2329.00,2329.00,2341.00,2362.00,2351.00,2368.00,2329.00,2313.00,2299.00
50.00,2.00,4.00,46.00,109.00,"South Dakota","Roberts County",10149.00,10149.00,10179.00,10309.00,10341.00,10271.00,10327.00,10275.00,10255.00
50.00,2.00,4.00,46.00,111.00,"South Dakota","Sanborn County",2355.00,2355.00,2356.00,2361.00,2325.00,2323.00,2338.00,2364.00,2396.00
50.00,2.00,4.00,46.00,115.00,"South Dakota","Spink County",6415.00,6415.00,6410.00,6501.00,6650.00,6579.00,6567.00,6478.00,6420.00
50.00,2.00,4.00,46.00,117.00,"South Dakota","Stanley County",2966.00,2966.00,2973.00,2972.00,2963.00,2956.00,2958.00,2951.00,2993.00
50.00,2.00,4.00,46.00,119.00,"South Dakota","Sully County",1373.00,1373.00,1380.00,1387.00,1441.00,1451.00,1421.00,1417.00,1421.00
50.00,2.00,4.00,46.00,121.00,"South Dakota","Todd County",9612.00,9612.00,9644.00,9870.00,9938.00,10019.00,9977.00,10005.00,10155.00
50.00,2.00,4.00,46.00,123.00,"South Dakota","Tripp County",5644.00,5644.00,5638.00,5606.00,5485.00,5498.00,5485.00,5413.00,5492.00
50.00,2.00,4.00,46.00,125.00,"South Dakota","Turner County",8347.00,8347.00,8345.00,8376.00,8330.00,8352.00,8242.00,8203.00,8317.00
50.00,2.00,4.00,46.00,127.00,"South Dakota","Union County",14399.00,14399.00,14487.00,14618.00,14770.00,14726.00,14947.00,14831.00,14934.00
50.00,2.00,4.00,46.00,129.00,"South Dakota","Walworth County",5438.00,5438.00,5449.00,5572.00,5470.00,5527.00,5561.00,5520.00,5610.00
50.00,2.00,4.00,46.00,135.00,"South Dakota","Yankton County",22438.00,22438.00,22454.00,22503.00,22595.00,22676.00,22693.00,22666.00,22616.00
50.00,2.00,4.00,46.00,137.00,"South Dakota","Ziebach County",2801.00,2801.00,2825.00,2833.00,2865.00,2821.00,2814.00,2789.00,2801.00
50.00,3.00,6.00,47.00,1.00,"Tennessee","Anderson County",75129.00,75094.00,75126.00,75179.00,75326.00,75420.00,75347.00,75698.00,75936.00
50.00,3.00,6.00,47.00,3.00,"Tennessee","Bedford County",45058.00,45056.00,45100.00,45271.00,45307.00,45638.00,46284.00,46940.00,47484.00
50.00,3.00,6.00,47.00,5.00,"Tennessee","Benton County",16489.00,16491.00,16493.00,16423.00,16354.00,16280.00,16109.00,16107.00,16014.00
50.00,3.00,6.00,47.00,7.00,"Tennessee","Bledsoe County",12876.00,12872.00,12874.00,12847.00,12791.00,13785.00,14535.00,14580.00,14675.00
50.00,3.00,6.00,47.00,9.00,"Tennessee","Blount County",123010.00,123100.00,123241.00,123704.00,124069.00,124985.00,126092.00,127142.00,128670.00
50.00,3.00,6.00,47.00,11.00,"Tennessee","Bradley County",98963.00,98932.00,99126.00,99883.00,101101.00,101881.00,102921.00,103907.00,104490.00
50.00,3.00,6.00,47.00,13.00,"Tennessee","Campbell County",40716.00,40723.00,40722.00,40579.00,40460.00,40229.00,39909.00,39728.00,39714.00
50.00,3.00,6.00,47.00,15.00,"Tennessee","Cannon County",13801.00,13816.00,13814.00,13764.00,13868.00,13800.00,13725.00,13854.00,14027.00
50.00,3.00,6.00,47.00,17.00,"Tennessee","Carroll County",28522.00,28480.00,28445.00,28533.00,28707.00,28685.00,28471.00,28131.00,28092.00
50.00,3.00,6.00,47.00,19.00,"Tennessee","Carter County",57424.00,57375.00,57313.00,57434.00,57309.00,56982.00,56312.00,56430.00,56502.00
50.00,3.00,6.00,47.00,21.00,"Tennessee","Cheatham County",39105.00,39103.00,39115.00,38986.00,39245.00,39387.00,39674.00,39690.00,39880.00
50.00,3.00,6.00,47.00,23.00,"Tennessee","Chester County",17131.00,17143.00,17184.00,17222.00,17213.00,17340.00,17358.00,17413.00,17453.00
50.00,3.00,6.00,47.00,25.00,"Tennessee","Claiborne County",32213.00,32212.00,32234.00,32088.00,31770.00,31661.00,31630.00,31687.00,31757.00
50.00,3.00,6.00,47.00,27.00,"Tennessee","Clay County",7861.00,7860.00,7843.00,7827.00,7801.00,7784.00,7733.00,7773.00,7752.00
50.00,3.00,6.00,47.00,29.00,"Tennessee","Cocke County",35662.00,35642.00,35644.00,35372.00,35450.00,35287.00,35230.00,35096.00,35219.00
50.00,3.00,6.00,47.00,31.00,"Tennessee","Coffee County",52796.00,52800.00,52783.00,52882.00,53132.00,53324.00,53623.00,54279.00,54682.00
50.00,3.00,6.00,47.00,33.00,"Tennessee","Crockett County",14586.00,14576.00,14574.00,14550.00,14607.00,14590.00,14614.00,14566.00,14411.00
50.00,3.00,6.00,47.00,35.00,"Tennessee","Cumberland County",56053.00,56062.00,56210.00,56620.00,57073.00,57513.00,57958.00,58278.00,58655.00
50.00,3.00,6.00,47.00,37.00,"Tennessee","Davidson County",626681.00,626580.00,628077.00,635503.00,649004.00,658990.00,668699.00,678323.00,684410.00
50.00,3.00,6.00,47.00,39.00,"Tennessee","Decatur County",11757.00,11750.00,11729.00,11684.00,11660.00,11697.00,11733.00,11657.00,11769.00
50.00,3.00,6.00,47.00,41.00,"Tennessee","DeKalb County",18723.00,18720.00,18716.00,18794.00,18911.00,19108.00,19211.00,19205.00,19361.00
50.00,3.00,6.00,47.00,43.00,"Tennessee","Dickson County",49666.00,49658.00,49701.00,49946.00,50177.00,50211.00,50609.00,51461.00,52170.00
50.00,3.00,6.00,47.00,45.00,"Tennessee","Dyer County",38335.00,38330.00,38313.00,38148.00,38246.00,38148.00,37868.00,37878.00,37708.00
50.00,3.00,6.00,47.00,47.00,"Tennessee","Fayette County",38413.00,38439.00,38435.00,38569.00,38662.00,38810.00,39072.00,39220.00,39590.00
50.00,3.00,6.00,47.00,49.00,"Tennessee","Fentress County",17959.00,17960.00,17928.00,18026.00,17924.00,17937.00,17867.00,17917.00,18033.00
50.00,3.00,6.00,47.00,51.00,"Tennessee","Franklin County",41052.00,41064.00,40970.00,40862.00,40786.00,41313.00,41428.00,41514.00,41700.00
50.00,3.00,6.00,47.00,53.00,"Tennessee","Gibson County",49683.00,49691.00,49732.00,49873.00,49689.00,49483.00,49541.00,49442.00,49401.00
50.00,3.00,6.00,47.00,55.00,"Tennessee","Giles County",29485.00,29489.00,29401.00,29337.00,29006.00,28859.00,28917.00,29079.00,29307.00
50.00,3.00,6.00,47.00,57.00,"Tennessee","Grainger County",22657.00,22656.00,22714.00,22733.00,22649.00,22681.00,22830.00,22835.00,23072.00
50.00,3.00,6.00,47.00,59.00,"Tennessee","Greene County",68831.00,68825.00,68826.00,68996.00,68654.00,68272.00,68416.00,68551.00,68615.00
50.00,3.00,6.00,47.00,61.00,"Tennessee","Grundy County",13703.00,13726.00,13738.00,13657.00,13653.00,13509.00,13464.00,13456.00,13389.00
50.00,3.00,6.00,47.00,63.00,"Tennessee","Hamblen County",62544.00,62533.00,62550.00,62816.00,62712.00,63082.00,63022.00,63414.00,63785.00
50.00,3.00,6.00,47.00,65.00,"Tennessee","Hamilton County",336463.00,336484.00,337332.00,340939.00,345783.00,348853.00,350545.00,353604.00,357738.00
50.00,3.00,6.00,47.00,67.00,"Tennessee","Hancock County",6819.00,6815.00,6808.00,6711.00,6675.00,6638.00,6602.00,6554.00,6577.00
50.00,3.00,6.00,47.00,69.00,"Tennessee","Hardeman County",27253.00,27247.00,27154.00,26851.00,26528.00,26251.00,25927.00,25732.00,25435.00
50.00,3.00,6.00,47.00,71.00,"Tennessee","Hardin County",26026.00,26012.00,26039.00,25868.00,26005.00,25981.00,25810.00,25718.00,25679.00
50.00,3.00,6.00,47.00,73.00,"Tennessee","Hawkins County",56833.00,56829.00,56867.00,56617.00,56561.00,56740.00,56529.00,56443.00,56563.00
50.00,3.00,6.00,47.00,75.00,"Tennessee","Haywood County",18787.00,18807.00,18787.00,18568.00,18281.00,18256.00,18226.00,18028.00,17853.00
50.00,3.00,6.00,47.00,77.00,"Tennessee","Henderson County",27769.00,27782.00,27786.00,28020.00,28006.00,27958.00,27991.00,27984.00,27822.00
50.00,3.00,6.00,47.00,79.00,"Tennessee","Henry County",32330.00,32354.00,32404.00,32379.00,32373.00,32253.00,32315.00,32205.00,32310.00
50.00,3.00,6.00,47.00,81.00,"Tennessee","Hickman County",24690.00,24689.00,24648.00,24344.00,24132.00,24153.00,24360.00,24315.00,24295.00
50.00,3.00,6.00,47.00,83.00,"Tennessee","Houston County",8426.00,8425.00,8443.00,8338.00,8408.00,8275.00,8220.00,8131.00,8134.00
50.00,3.00,6.00,47.00,85.00,"Tennessee","Humphreys County",18538.00,18535.00,18569.00,18396.00,18271.00,18230.00,18109.00,18122.00,18347.00
50.00,3.00,6.00,47.00,87.00,"Tennessee","Jackson County",11638.00,11632.00,11596.00,11514.00,11524.00,11533.00,11492.00,11517.00,11566.00
50.00,3.00,6.00,47.00,89.00,"Tennessee","Jefferson County",51407.00,51660.00,51697.00,52008.00,52428.00,52352.00,52651.00,53288.00,53535.00
50.00,3.00,6.00,47.00,91.00,"Tennessee","Johnson County",18244.00,18244.00,18285.00,18210.00,18121.00,17998.00,17919.00,17821.00,17754.00
50.00,3.00,6.00,47.00,93.00,"Tennessee","Knox County",432226.00,432266.00,433056.00,436551.00,440793.00,444325.00,448125.00,451444.00,456132.00
50.00,3.00,6.00,47.00,95.00,"Tennessee","Lake County",7832.00,7832.00,7821.00,7778.00,7710.00,7711.00,7662.00,7572.00,7560.00
50.00,3.00,6.00,47.00,97.00,"Tennessee","Lauderdale County",27815.00,27822.00,27742.00,27697.00,27676.00,27559.00,27340.00,26959.00,26773.00
50.00,3.00,6.00,47.00,99.00,"Tennessee","Lawrence County",41869.00,41851.00,41988.00,42059.00,42133.00,41990.00,42297.00,42531.00,43081.00
50.00,3.00,6.00,47.00,101.00,"Tennessee","Lewis County",12161.00,12171.00,12162.00,12152.00,11918.00,11969.00,11878.00,11866.00,11904.00
50.00,3.00,6.00,47.00,103.00,"Tennessee","Lincoln County",33361.00,33350.00,33411.00,33416.00,33442.00,33574.00,33556.00,33695.00,33645.00
50.00,3.00,6.00,47.00,105.00,"Tennessee","Loudon County",48556.00,48548.00,48738.00,49073.00,49732.00,50374.00,50646.00,50978.00,51454.00
50.00,3.00,6.00,47.00,111.00,"Tennessee","Macon County",22248.00,22227.00,22245.00,22462.00,22501.00,22619.00,22942.00,23108.00,23450.00
50.00,3.00,6.00,47.00,113.00,"Tennessee","Madison County",98294.00,98299.00,98258.00,98022.00,98523.00,98715.00,98130.00,97609.00,97663.00
50.00,3.00,6.00,47.00,115.00,"Tennessee","Marion County",28237.00,28222.00,28224.00,28075.00,28218.00,28316.00,28373.00,28462.00,28446.00
50.00,3.00,6.00,47.00,117.00,"Tennessee","Marshall County",30617.00,30606.00,30678.00,30885.00,30928.00,31082.00,31233.00,31518.00,31915.00
50.00,3.00,6.00,47.00,119.00,"Tennessee","Maury County",80956.00,80930.00,81188.00,81415.00,81969.00,83611.00,85541.00,87735.00,89981.00
50.00,3.00,6.00,47.00,107.00,"Tennessee","McMinn County",52266.00,52278.00,52197.00,52356.00,52429.00,52405.00,52710.00,52636.00,52850.00
50.00,3.00,6.00,47.00,109.00,"Tennessee","McNairy County",26075.00,26077.00,26056.00,26050.00,26160.00,26078.00,26114.00,25997.00,25935.00
50.00,3.00,6.00,47.00,121.00,"Tennessee","Meigs County",11753.00,11768.00,11795.00,11684.00,11701.00,11696.00,11744.00,11872.00,12005.00
50.00,3.00,6.00,47.00,123.00,"Tennessee","Monroe County",44519.00,44505.00,44618.00,44930.00,45150.00,45223.00,45390.00,45677.00,45970.00
50.00,3.00,6.00,47.00,125.00,"Tennessee","Montgomery County",172331.00,172362.00,173218.00,176655.00,185225.00,184637.00,189655.00,193294.00,195734.00
50.00,3.00,6.00,47.00,127.00,"Tennessee","Moore County",6362.00,6345.00,6340.00,6401.00,6336.00,6302.00,6317.00,6290.00,6323.00
50.00,3.00,6.00,47.00,129.00,"Tennessee","Morgan County",21987.00,21986.00,21999.00,22058.00,21947.00,21707.00,21742.00,21492.00,21554.00
50.00,3.00,6.00,47.00,131.00,"Tennessee","Obion County",31807.00,31807.00,31815.00,31683.00,31346.00,31068.00,30875.00,30633.00,30578.00
50.00,3.00,6.00,47.00,133.00,"Tennessee","Overton County",22083.00,22084.00,22096.00,22193.00,22222.00,22021.00,22002.00,22156.00,22051.00
50.00,3.00,6.00,47.00,135.00,"Tennessee","Perry County",7915.00,7928.00,7944.00,7863.00,7854.00,7878.00,7845.00,7914.00,7964.00
50.00,3.00,6.00,47.00,137.00,"Tennessee","Pickett County",5077.00,5077.00,5072.00,5132.00,5070.00,5044.00,5081.00,5142.00,5142.00
